"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","website","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","id_destination","status","price_category","top_tags","English","non-English","local","type"
"g209938-d4911540","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', ""Ned Kelly's Food Bar""]","Ned Kelly's Food Bar","Unclaimed",4,"April 27, 2021","3 Dominic Street, Newry BT35 8BN Northern Ireland",54.17329,-6.34439,"#31 of 80 Restaurants in Newry","#2 of 20 Fast Food in Newry",19,0,0,,"Fast Food",,"Vegetarian Friendly","Takeout, Wheelchair Accessible","False","True",,40,45,40,,8,6,4,1,0,"English (19)","g209938-d4911540","in rating","$","Fast Food, Vegetarian Friendly",19,0,19,"Restaurants"
"g209938-d4923993","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Tasty Chinese Takeaway']","Tasty Chinese Takeaway - CLOSED","Unclaimed",3,"January 4, 2020","12 Sugar Island, Newry BT35 6HT Northern Ireland",54.17819,-6.33758,,,11,0,0,,"Chinese","Dinner",,,"False","True",,,,,,4,1,2,1,3,"English (11)","g209938-d4923993","closed",,"Chinese",11,0,11,
"g209938-d5249714","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'La Dolce Vita Pizzeria']","La Dolce Vita Pizzeria","Claimed",3.5,"September 16, 2023","42 Patrick Street, Newry BT35 8DN Northern Ireland",54.17727,-6.34578,"#47 of 80 Restaurants in Newry","#47 of 80 Restaurants in Newry",68,0,0,,"Italian, Pizza","Dinner","Vegetarian Friendly","Delivery, Takeout, Wheelchair Accessible","True","True","http://www.ladolcevitapizzeria.com",40,40,35,,33,8,7,3,17,"English (68)","g209938-d5249714","in rating","$$ - $$$","Italian, Pizza, Vegetarian Friendly",68,0,68,"Restaurants"
"g209938-d5254593","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Maddens Bar']","Maddens Bar - CLOSED","Unclaimed",3.5,"April 12, 2018","46A Mill Street, Newry BT34 1AG Northern Ireland",54.17372,-6.338952,,,4,0,0,,"Pub",,,,"False","True",,,,,,1,1,1,1,0,"English (4)","g209938-d5254593","closed",,"Pub",4,0,4,
"g209938-d5809984","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Subway']","Subway - CLOSED","Unclaimed",3.5,"November 27, 2018","1D Francis Street Unit 12B, Newry BT35 8BQ Northern Ireland",54.17676,-6.341325,,,14,0,0,,,"Breakfast, Lunch, Dinner",,,"False","True","https://restaurants.subway.com/united-kingdom/ni/newry/12a-monaghan-street?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=42467&utm_campaign=evergreen-2020&y_source=1_MTQ5MjYxNDktNzY5LWxvY2F0aW9uLndlYnNpdGU%3D",,,,,2,6,3,1,2,"English (14)","g209938-d5809984","closed",,,14,0,14,
"g209938-d5884366","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'The Boulevard Restaurant']","The Boulevard Restaurant","Unclaimed",5,"March 5, 2020","1 Margaret Square Hill Street, Newry BT34 1DE Northern Ireland",54.17648,-6.33798,"#25 of 80 Restaurants in Newry","#11 of 24 Cafe in Newry",21,0,0,,"Cafe","Breakfast, Lunch, Dinner",,"Seating, Wheelchair Accessible, Table Service","True","True","https://www.facebook.com/theboulevardrestaurantnewry/",50,50,50,,18,2,0,1,0,"Italian (1), English (20)","g209938-d5884366","in rating","$$ - $$$","Cafe",20,1,20,"Restaurants"
"g209938-d6012696","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Granary Bar']","Granary Bar","Unclaimed",4,"April 20, 2023","Merchant's Quay Canal Court Hotel, Newry BT35 8HF Northern Ireland",54.17638,-6.33998,"#38 of 80 Restaurants in Newry","#6 of 14 British in Newry",31,0,0,,"Bar, British, Pub","Lunch, Dinner","Vegetarian Friendly","Seating, Reservations, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service","False","True","http://www.canalcourthotel.com/dining.html",,40,35,,13,10,1,2,5,"English (31)","g209938-d6012696","in rating","$$ - $$$","Bar, British, Pub",31,0,31,"Restaurants"
"g209938-d6387686","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Mourne Country Hotel Restaurant']","Mourne Country Hotel Restaurant","Unclaimed",3,"December 14, 2019","52 Belfast Road, Newry BT34 1TR Northern Ireland",54.19484,-6.33435,"#72 of 80 Restaurants in Newry","#72 of 80 Restaurants in Newry",11,0,0,,,"Breakfast, Lunch, Dinner",,"Reservations, Seating, Wheelchair Accessible, Table Service","True","True",,,30,25,,3,2,1,2,3,"English (11)","g209938-d6387686","in rating","$$ - $$$",,11,0,11,"Restaurants"
"g209938-d6739849","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Timoneys Ice Cream']","Timoneys Ice Cream","Unclaimed",4.5,"December 10, 2019","6 Canal Street, Newry BT35 6JB Northern Ireland",54.17889,-6.33818,"#2 of 4 Desserts in Newry","#2 of 4 Dessert in Newry",62,0,0,,,,,"Takeout, Wheelchair Accessible","True","True","http://www.timoneysicecream.co.uk/",45,45,45,,50,8,3,0,1,"English (62)","g209938-d6739849","in rating","$","Dessert",62,0,62,"Desserts"
"g209938-d6864050","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', ""Garvey's Bar & Restaurant""]","Garvey's Bar & Restaurant","Unclaimed",5,"September 5, 2022","58 New Road, Newry BT35 9LN Northern Ireland",54.08078,-6.51029,"#26 of 80 Restaurants in Newry","#26 of 80 Restaurants in Newry",20,0,0,,,"Dinner, Lunch","Vegetarian Friendly","Reservations, Seating, Serves Alcohol, Table Service","False","True","https://www.facebook.com/Garveys-Bar-Restaurant-492546320923418/",50,50,50,,18,1,1,0,0,"English (20)","g209938-d6864050","in rating","$$ - $$$","Vegetarian Friendly",20,0,20,"Restaurants"
"g209938-d7229908","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Two Chefs']","Two Chefs - CLOSED","Unclaimed",3.5,"August 28, 2017","2 The Mall, Newry BT34 1BX Northern Ireland",54.17718,-6.33766,,,10,0,0,,,,,,"False","True",,,,,,2,6,0,0,2,"English (10)","g209938-d7229908","closed","$",,10,0,10,
"g209938-d7251402","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Two Chefs Carriage']","Two Chefs Carriage - CLOSED","Unclaimed",3.5,"June 30, 2016","Warrenpoint Rd Unit 4, Greenbank Service Station, Newry BT34 2PF Northern Ireland",54.15435,-6.322793,,,7,0,0,,"Diner",,,,"False","True",,,,,,2,1,2,1,1,"English (7)","g209938-d7251402","closed",,"Diner",7,0,7,
"g209938-d7278713","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Fiveways Diner']","Fiveways Diner","Claimed",3,"September 21, 2020","99/101 Armagh Road, Newry BT35 6PW Northern Ireland",54.191326,-6.351056,"#75 of 80 Restaurants in Newry","#7 of 8 Diner in Newry",102,0,0,,"Diner","Lunch, Brunch",,"Takeout, Seating, Highchairs Available, Wheelchair Accessible, Table Service","False","True","https://www.facebook.com/Fiveways-Supermarket-Newry-513446895460205/",35,35,40,,31,14,16,10,31,"English (102)","g209938-d7278713","in rating","$$ - $$$","Diner",102,0,102,"Restaurants"
"g209938-d7288525","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'The Genoa Newry']","The Genoa Newry","Claimed",2.5,"September 22, 2023","Unit 5 50 Belfast Road The Plaza, Newry BT34 1QA Northern Ireland",54.193424,-6.334553,"#78 of 80 Restaurants in Newry","#18 of 20 Fast Food in Newry",50,0,0,,"Fast Food, British",,,"Takeout, Seating, Wheelchair Accessible, Table Service","True","True","http://thegenoa.com/",20,20,25,,10,7,6,6,21,"English (50)","g209938-d7288525","in rating","$$ - $$$","Fast Food, British",50,0,50,"Restaurants"
"g209938-d7686468","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Subway']","Subway - CLOSED","Unclaimed",2.5,"December 14, 2020","Unit 20A The Quays Shopping Centre 20A, Newry BT35 8QS Northern Ireland",54.168816,-6.339316,,,12,0,0,,,"Breakfast, Lunch, Dinner",,,"False","True","https://restaurants.subway.com/united-kingdom/ni/newry/unit-20a-the-quays-shopping-centre?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=61896&utm_campaign=evergreen-2020&y_source=1_MTQ5MjQyOTYtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D",,,,,1,3,3,0,5,"English (12)","g209938-d7686468","closed",,,12,0,12,
"g209938-d8015448","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', ""Eddie Rocket's""]","Eddie Rocket's","Claimed",2.5,"October 5, 2023","The Quays Shopping Centre, Newry BT35 8QS Northern Ireland",54.168278,-6.339943,"#80 of 80 Restaurants in Newry","#8 of 8 Diner in Newry",110,0,0,,"American, Fast Food, Diner","Breakfast, Dinner, Brunch, Lunch",,"Takeout, Seating, Highchairs Available, Wheelchair Accessible, Table Service","True","True","http://www.eddierockets.ie/",35,35,30,,26,11,15,21,37,"English (109), French (1)","g209938-d8015448","in rating","$$ - $$$","American, Fast Food, Diner",109,1,109,"Restaurants"
"g209938-d8498145","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Macs Pizzas']","Macs Pizzas","Unclaimed",3.5,"September 28, 2021","3 St. Marys Street, Newry BT34 2AA Northern Ireland",54.17344,-6.33948,"#66 of 80 Restaurants in Newry","#10 of 10 Pizza in Newry",7,0,0,,"Pizza","Breakfast, Lunch, Dinner",,"Delivery, Takeout","True","True","https://www.facebook.com/macspizzatakeaway",,,,,4,1,0,0,2,"English (7)","g209938-d8498145","in rating",,"Pizza",7,0,7,"Restaurants"
"g209938-d8512575","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Brief Encounters']","Brief Encounters","Claimed",4.5,"March 12, 2023","14 Charlotte Street Warrenpoint, Newry BT34 3LF Northern Ireland",54.10176,-6.25482,"#35 of 80 Restaurants in Newry","#35 of 80 Restaurants in Newry",11,0,0,,"Fast Food, Italian, Pizza, Mediterranean, Turkish","Dinner",,"Delivery, Parking Available, Wheelchair Accessible, Cash Only","True","True",,,,,,10,0,0,0,1,"English (11)","g209938-d8512575","in rating","$","Italian, Pizza, Fast Food",11,0,11,"Restaurants"
"g209938-d940032","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Sapori Italiani']","Sapori Italiani","Claimed",4,"September 1, 2023","The Waterways 16-17 the Mall, Newry BT34 1BG Northern Ireland",54.176266,-6.338949,"#12 of 80 Restaurants in Newry","#12 of 80 Restaurants in Newry",317,0,0,"₪49 - ₪243","Italian, Pizza, Mediterranean","Lunch, Dinner","Vegetarian Friendly, Gluten Free Options","Takeout, Buffet, Seating, Parking Available, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Reservations, Accepts Credit Cards, Table Service","True","True","http://www.facebook.com/sapori.italiani.35",45,45,40,40,203,47,17,16,34,"English (310), Italian (6), Portuguese (1)","g209938-d940032","in rating","$$ - $$$","Italian, Pizza, Mediterranean",310,7,310,"Restaurants"
"g209938-d9761457","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'La Dolce Vita Pizza Burger Bar']","La Dolce Vita Pizza Burger Bar","Claimed",4,"September 17, 2023","2 O'Hagan Street, Newry BT34 1AP Northern Ireland",54.174236,-6.338912,"#33 of 80 Restaurants in Newry","#33 of 80 Restaurants in Newry",69,0,0,,"Pizza, Italian","Dinner, Lunch","Vegetarian Friendly, Gluten Free Options","Seating, Reservations, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service","True","True","http://www.facebook.com/ladolcevitapizzaandburgerbar/",45,40,40,,36,11,7,5,10,"English (69)","g209938-d9761457","in rating","$$ - $$$","Italian, Pizza, Vegetarian Friendly",69,0,69,"Restaurants"
"g209938-d9767847","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Greenbank Restaurant & Take Away']","Greenbank Restaurant & Take Away","Claimed",4,"November 12, 2016","Warrenpoint Road Unit 4, Greenbank Service Station, Newry BT34 2PF Northern Ireland",54.16503,-6.333427,"#58 of 80 Restaurants in Newry","#58 of 80 Restaurants in Newry",4,0,0,,,"Breakfast, Lunch, Dinner",,"Takeout, Reservations, Seating, Parking Available, Free off-street parking, Wheelchair Accessible, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards","True","True","http://www.facebook.com/twochefsgreenbank/",,,,,3,0,0,0,1,"English (4)","g209938-d9767847","in rating","$$ - $$$",,4,0,4,"Restaurants"
"g209938-d9777630","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Finegan & Son']","Finegan & Son","Claimed",4,"September 13, 2023","9 Kildare Street, Newry BT34 1DQ Northern Ireland",54.177467,-6.336114,"#3 of 14 Coffee & Tea in Newry","#3 of 14 Coffee & Tea in Newry",83,0,0,,"Cafe","Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Seating, Wheelchair Accessible, Reservations","True","True","https://www.facebook.com/fineganandson",45,40,40,,52,12,9,3,7,"German (1), English (82)","g209938-d9777630","in rating","$$ - $$$","Cafe, Vegetarian Friendly, Vegan Options",82,1,82,"Coffee & Tea"
"g209938-d9865125","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'The Merchant Bistro & Cafe']","The Merchant Bistro & Cafe","Claimed",3.5,"March 9, 2022","2 Canal Quay, Newry BT35 6BP Northern Ireland",54.17891,-6.337548,"#53 of 80 Restaurants in Newry","#10 of 13 European in Newry",8,0,0,"₪16 - ₪36","European, Chinese","Brunch, Drinks, Breakfast, Lunch",,"Takeout, Private Dining, Seating, Parking Available, Wheelchair Accessible, Digital Payments, Free Wifi, Accepts Credit Cards, Reservations","True","True","http://themerchantcafebistro.com/",,,,,3,2,1,1,1,"English (8)","g209938-d9865125","in rating","$","Chinese, European",8,0,8,"Restaurants"
"g209943-d10077270","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Cookstown', 'Cookstown Restaurants', 'Braeside Bar Iris']","Braeside Bar Iris","Claimed",4.5,"May 2, 2021","221 Orritor Road, Cookstown BT80 9NB Northern Ireland",54.657272,-6.803628,"#5 of 27 Restaurants in Cookstown","#5 of 12 British in Cookstown",34,0,0,,"British","Dinner, Lunch","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service","True","True","https://www.facebook.com/braesidebar/",45,50,45,,26,5,2,1,0,"English (34)","g209943-d10077270","in rating","$$ - $$$","British, Vegetarian Friendly, Vegan Options",34,0,34,"Restaurants"
"g209943-d10467916","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Cookstown', 'Cookstown Restaurants', 'Herrons Country Fried Chicken']","Herrons Country Fried Chicken","Unclaimed",1.5,"November 6, 2019","21 Oldtown Street, Cookstown BT80 8EE Northern Ireland",54.64898,-6.74511,"#25 of 27 Restaurants in Cookstown","#8 of 8 Irish in Cookstown",2,0,0,,"Irish","Lunch, Dinner",,,"True","True","http://www.herronscfc.com/",,,,,0,0,0,1,1,"English (2)","g209943-d10467916","in rating",,"Irish",2,0,2,"Restaurants"
"g209943-d11915269","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Cookstown', 'Cookstown Restaurants', 'Cookstown Cafe']","Cookstown Cafe","Unclaimed",4.5,"August 11, 2023","19 William Street, Cookstown BT80 8AX Northern Ireland",54.64785,-6.74586,"#11 of 27 Restaurants in Cookstown","#4 of 9 Cafe in Cookstown",18,0,0,,"Cafe","Breakfast, Brunch, Lunch, Dinner","Vegetarian Friendly","Takeout, Seating, Wheelchair Accessible, Table Service","False","True","https://www.facebook.com/Cookstown-Cafe-168232779894925/",,,,,13,3,1,1,0,"English (18)","g209943-d11915269","in rating",,"Cafe, Vegetarian Friendly",18,0,18,"Restaurants"
"g209943-d12227412",,,,,,,,,,,0,0,0,,,,,"nan","False","False",,,,,,,,,,,"nan",,"redirect",,,0,0,0,
"g209943-d12599917","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Cookstown', 'Cookstown Restaurants', 'District 80']","District 80","Claimed",4.5,"December 1, 2021","4 Oldtown Street, Cookstown BT80 8EF Northern Ireland",54.648808,-6.745998,"#1 of 27 Restaurants in Cookstown","#1 of 8 Irish in Cookstown",103,0,0,,"European, Irish, British","Lunch, Dinner","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Full Bar, Table Service, Serves Alcohol","True","True","http://www.district80.co.uk/menus.html",50,50,50,,79,16,6,0,2,"English (102), German (1)","g209943-d12599917","in rating","$$ - $$$","Irish, European, British",102,1,102,"Restaurants"
"g209943-d12874032","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Cookstown', 'Cookstown Restaurants', 'Glengary']","Glengary","Unclaimed",3,"March 27, 2018","11 Oldtown Street, Cookstown BT80 8EE Northern Ireland",54.64873,-6.74505,"#24 of 27 Restaurants in Cookstown","#24 of 27 Restaurants in Cookstown",3,0,0,,"Fast Food",,,,"False","True",,,,,,1,0,1,0,1,"English (3)","g209943-d12874032","in rating",,"Fast Food",3,0,3,"Restaurants"
"g209943-d13955870","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Cookstown', 'Cookstown Restaurants', 'Ground Espresso Bar']","Ground Espresso Bar","Unclaimed",3.5,"June 7, 2022","11-13 James Street, Cookstown BT80 8AA Northern Ireland",54.64648,-6.74556,"#1 of 2 Coffee & Tea in Cookstown","#1 of 2 Coffee & Tea in Cookstown",7,0,0,,"Cafe",,,,"False","True","https://groundcoffee.net/",,,,,2,2,2,0,1,"English (7)","g209943-d13955870","in rating","$$ - $$$","Dessert, Cafe",7,0,7,"Coffee & Tea"
"g209943-d13987936","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Cookstown', 'Cookstown Restaurants', 'The Granary']","The Granary - CLOSED","Unclaimed",5,"April 14, 2022","50 James Street, Cookstown BT80 8LT Northern Ireland",54.64517,-6.74451,,,4,0,0,,,"Breakfast, Lunch",,,"False","True","https://www.facebook.com/thegranarycookstown/",,,,,4,0,0,0,0,"English (4)","g209943-d13987936","closed",,,4,0,4,
"g209943-d14145114","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Cookstown', 'Cookstown Restaurants', 'PG Chips']","PG Chips","Unclaimed",2.5,"April 6, 2023","Westland Rd South Cookstown Unit 4, Cookstown BT80 8XQ Northern Ireland",54.639328,-6.754599,"#26 of 27 Restaurants in Cookstown","#12 of 12 British in Cookstown",10,0,0,,"British","Lunch, Dinner",,,"True","False","http://www.pg-chips.com/",,,,,2,1,0,2,5,"English (10)","g209943-d14145114","in rating",,"British",10,0,10,"Restaurants"
"g209943-d1439558","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Cookstown', 'Cookstown Restaurants', 'Hanover House']","Hanover House","Claimed",4,"November 12, 2019","24 Hanover Square Coagh, Cookstown BT80 0EF Northern Ireland",54.648693,-6.620679,"#14 of 27 Restaurants in Cookstown","#8 of 12 British in Cookstown",75,0,0,"₪24 - ₪112","Bar, British, Irish","Breakfast, Late Night","Vegetarian Friendly","Takeout, Reservations, Buffet, Seating, Parking Available, Street Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Accepts Mastercard, Accepts Visa, Free Wifi, Outdoor Seating, Validated Parking, Serves Alcohol, Table Service","False","True","http://www.hanoverhousecoagh.co.uk/",40,40,40,45,41,8,5,11,10,"English (75)","g209943-d1439558","in rating","$$ - $$$","Irish, Bar, British",75,0,75,"Restaurants"
