"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","website","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","id_destination","status","price_category","top_tags","English","non-English","local","type"
"g209938-d19690854","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Humming Chinese Restaurant']","Humming Chinese Restaurant","Claimed",3.5,"September 27, 2023","Kingsway Arcade 12 Monaghan Street Unit 1, Newry BT35 6AA Northern Ireland",54.17675,-6.34126,"#45 of 80 Restaurants in Newry","#4 of 12 Chinese in Newry",18,0,0,,"Chinese","Dinner",,"Takeout, Delivery, Reservations, Outdoor Seating, Seating, Parking Available, Wheelchair Accessible, Cash Only, Free Wifi, Accepts Credit Cards, Table Service, BYOB, Family style, Non-smoking restaurants","True","True","http://www.hummingchinese.co.uk",,,,,5,6,3,1,3,"English (18)","g209938-d19690854","in rating","$$ - $$$","Chinese",18,0,18,"Restaurants"
"g209938-d19744132","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Cafe Krem']","Cafe Krem","Unclaimed",4.5,"February 3, 2021","14/16 Hill Street, Newry BT34 2BW Northern Ireland",54.17344,-6.33855,"#51 of 80 Restaurants in Newry","#51 of 80 Restaurants in Newry",4,0,0,,,,,,"False","True","https://cafekrem.squarespace.com/",,,,,2,1,1,0,0,"English (4)","g209938-d19744132","in rating",,,4,0,4,"Restaurants"
"g209938-d19758544","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'The Velveteen Rabbit']","The Velveteen Rabbit - CLOSED","Unclaimed",4.5,"May 24, 2022","4 John Mitchel Place, Newry BT34 2BP Northern Ireland",54.17207,-6.337632,,,12,0,0,,"Irish, British",,,,"False","True","https://www.facebook.com/thevelveteencafenewry/",,,,,10,0,0,0,2,"English (12)","g209938-d19758544","closed","$","Irish, British",12,0,12,
"g209938-d19860194","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Sunshine Italian']","Sunshine Italian","Unclaimed",5,"June 1, 2020","18 Hill Street, Newry BT34 2BW Northern Ireland",54.173748,-6.338176,"#48 of 80 Restaurants in Newry","#7 of 10 Pizza in Newry",2,0,0,,"Pizza",,,,"False","True","http://www.facebook.com/sunshinepizzeria",,,,,2,0,0,0,0,"English (2)","g209938-d19860194","in rating",,"Pizza",2,0,2,"Restaurants"
"g209938-d19904184","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Thyme Restaurant']","Thyme Restaurant - CLOSED","Claimed",5,"September 1, 2020","Warrenpoint Road Unit 8, Greenbank Service Station, Newry BT34 2PF Northern Ireland",54.166473,-6.33445,,,26,0,0,"₪49 - ₪195","Italian, French, Steakhouse, Argentinean, South American","Dinner",,,"False","True","https://www.facebook.com/ThymeRestaurantNewry/",50,50,50,,26,0,0,0,0,"English (26)","g209938-d19904184","closed","$$ - $$$","Italian, French, Steakhouse",26,0,26,
"g209938-d19922339","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Bakers Takeaway']","Bakers Takeaway","Unclaimed",4,"January 20, 2020","129 Dublin Road, Newry BT35 8ND Northern Ireland",54.153988,-6.346788,"#70 of 80 Restaurants in Newry","#13 of 20 Fast Food in Newry",1,0,0,,"Fast Food","Lunch, Dinner",,,"True","True","https://www.facebook.com/bakerstakeawaydublinroad/",,,,,0,1,0,0,0,"English (1)","g209938-d19922339","in rating",,"Fast Food",1,0,1,"Restaurants"
"g209938-d19959551","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Taj Mahal Tandoori']","Taj Mahal Tandoori","Unclaimed",3.5,"February 18, 2022","2 The Mall, Newry BT34 1BX Northern Ireland",54.17718,-6.33766,"#73 of 80 Restaurants in Newry","#6 of 6 Indian in Newry",3,0,0,,"Indian","Breakfast, Lunch, Dinner",,,"True","True",,,,,,0,1,2,0,0,"English (3)","g209938-d19959551","in rating",,"Indian",3,0,3,"Restaurants"
"g209938-d2022463","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'The Brass Monkey']","The Brass Monkey","Claimed",4,"September 19, 2023","1-4 Sandys Street, Newry BT34 1EN Northern Ireland",54.178932,-6.334167,"#17 of 80 Restaurants in Newry","#6 of 16 Pub in Newry",305,0,0,"₪24 - ₪68","Irish, Bar, Pub","Dinner, Brunch, Lunch, Late Night","Vegetarian Friendly, Vegan Options","Reservations, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music","True","True","http://www.facebook.com/thebrassmonkeynewry",40,40,40,40,148,71,28,26,32,"Spanish (1), English (301), Italian (3)","g209938-d2022463","in rating","$$ - $$$","Irish, Bar, Pub",301,4,301,"Restaurants"
"g209938-d20301915","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Subway']","Subway - CLOSED","Unclaimed",,,"Unit 12B Buttercrane Shopping Centre Buttercrane Quay Unit 12B, Newry BT35 8HJ Northern Ireland",54.173553,-6.341886,,,0,0,0,,,"Breakfast, Lunch, Dinner",,,"False","True","https://restaurants.subway.com/united-kingdom/ni/newry/unit-12b-buttercrane-shopping-centre?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=30171&utm_campaign=evergreen-2020&y_source=1_MTQ5MjY0NzAtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D",,,,,0,0,0,0,0,"nan","g209938-d20301915","closed",,,0,0,0,
"g209938-d21070404","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Tesco Cafe']","Tesco Cafe","Unclaimed",,,"24 Downshire Road Carneyhough, Newry BT34 1EE Northern Ireland",54.18268,-6.332864,,,0,0,0,,,"Breakfast, Lunch",,,"True","True","https://www.tesco.com/store-locator/newry/24-downshire-road/cafe?sc_cmp=ref*yg*stc*5031&utm_source=yext_extnet&utm_campaign=local_cafe_NI&utm_medium=referral",,,,,0,0,0,0,0,"nan","g209938-d21070404","in rating",,,0,0,0,
"g209938-d21109075","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Craft Cafe Bistro']","Craft Cafe Bistro - CLOSED","Unclaimed",4.5,"July 4, 2022","6A Margaret Street Margaret Street, Newry BT34 1DF Northern Ireland",54.1519,-6.34587,,,25,0,0,"₪24 - ₪107","American, Irish",,,,"False","True","https://m.facebook.com/CRAFT-113207913720168/",,,,,20,3,0,1,1,"English (25)","g209938-d21109075","closed","$$ - $$$","American, Irish",25,0,25,
"g209938-d21253334","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Craft']","Craft","Unclaimed",4,"June 27, 2021","Margaret Street, Newry Northern Ireland",54.176304,-6.337466,"#54 of 80 Restaurants in Newry","#3 of 3 Contemporary in Newry",3,0,0,,"Contemporary, Pub, Diner, Gastropub",,,,"False","False",,,,,,2,0,0,1,0,"English (3)","g209938-d21253334","in rating",,"Contemporary, Pub, Diner, Gastropub",3,0,3,"Restaurants"
"g209938-d21273584","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Brewbirds']","Brewbirds","Unclaimed",4.5,"August 26, 2023","14B Kingsway Arcade, Monaghan Street, Newry BT35 6AA Northern Ireland",,,"#34 of 80 Restaurants in Newry","#14 of 24 Cafe in Newry",7,0,0,,"Irish, Cafe, European, Diner",,,,"False","True","https://www.facebook.com/BREW-BIRDS-100179341518316/",,,,,5,1,0,1,0,"English (7)","g209938-d21273584","in rating","$$ - $$$","Irish, Cafe, European",7,0,7,"Restaurants"
"g209938-d21513758","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'OHO Thai food to go']","OHO Thai food to go","Claimed",3.5,"April 21, 2023","Bridge Point House 67A Bridge Street, Newry BT35 8AF Northern Ireland",54.16947,-6.34247,"#2 of 12 Quick Bites in Newry","#2 of 12 Quick Bites in Newry",19,0,0,,"Asian, Thai, Fast Food",,"Vegetarian Friendly","Accepts Credit Cards","True","True","http://www.ohotogo.com",40,40,40,,10,1,3,0,5,"English (19)","g209938-d21513758","in rating","$$ - $$$","Quick Bites, Fast Food, Asian",19,0,19,"Quick Bites"
"g209938-d2155758","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'The Old Mill Restaurant']","The Old Mill Restaurant","Claimed",4.5,"August 6, 2022","Merchants Quay Canal Court Hotel & Spa, Newry BT35 8HF Northern Ireland",54.17606,-6.342341,"#9 of 80 Restaurants in Newry","#9 of 80 Restaurants in Newry",109,0,0,"₪49 - ₪122","Seafood, Irish, British","Brunch, Breakfast, Lunch, Dinner, Drinks","Vegetarian Friendly, Gluten Free Options","Reservations, Seating, Parking Available, Street Parking, Free off-street parking, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Accepts Discover, Accepts Credit Cards, Table Service, Wheelchair Accessible","True","True","http://www.canalcourthotel.com/dining.html",45,50,45,45,81,17,5,4,2,"English (109)","g209938-d2155758","in rating","$$ - $$$","Irish, Seafood, British",109,0,109,"Restaurants"
"g209938-d2191691","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Greenans Steakhouse']","Greenans Steakhouse","Claimed",4.5,"July 15, 2023","Hilltown Road, The Square Kilcoo, Co Down, Newry BT34 5EZ Northern Ireland",54.233356,-6.047933,"#13 of 80 Restaurants in Newry","#5 of 16 Pub in Newry",92,0,0,"₪39 - ₪146","Irish, Steakhouse, Bar, Pub","Dinner, Drinks, Breakfast, Lunch, Late Night","Vegetarian Friendly, Gluten Free Options","Takeout, Reservations, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service","False","True",,45,45,45,45,68,19,1,4,0,"English (92)","g209938-d2191691","in rating","$$ - $$$","Steakhouse, Irish, Bar",92,0,92,"Restaurants"
"g209938-d23001029","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Gather And Brew']","Gather And Brew","Claimed",4.5,"June 14, 2023","51C Forkhill Road, Newry BT35 8QY Northern Ireland",54.141495,-6.359938,"#20 of 80 Restaurants in Newry","#20 of 80 Restaurants in Newry",23,0,0,,"Irish, Cafe, British","Breakfast, Lunch","Vegetarian Friendly","Takeout, Seating, Table Service, Outdoor Seating, Parking Available, Accepts Credit Cards, Gift Cards Available","True","True","http://gatherandbrew.co.uk",,,,,17,3,2,0,1,"English (23)","g209938-d23001029","in rating","$$ - $$$","Irish, Cafe, British",23,0,23,"Restaurants"
"g209938-d23113203","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Jade Garden']","Jade Garden","Unclaimed",1.5,"July 25, 2022","Main Street Unit 10, Central Shopping Complex, Newry Northern Ireland",54.175102,-6.34023,"#79 of 80 Restaurants in Newry","#12 of 12 Chinese in Newry",2,0,0,,"Chinese",,,,"False","True","http://www.facebook.com/jade-garden-camlough-104418147924170",,,,,0,0,0,1,1,"English (2)","g209938-d23113203","in rating",,"Chinese",2,0,2,"Restaurants"
"g209938-d23301825","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Loft27']","Loft27","Claimed",5,"October 15, 2023","27 Hill Street, Newry BT34 1JE Northern Ireland",54.174095,-6.338326,"#2 of 80 Restaurants in Newry","#2 of 80 Restaurants in Newry",86,1,0,"₪16 - ₪32","Cafe, Healthy, Irish","Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options","Takeout, Seating, Table Service, Outdoor Seating, Highchairs Available, Wheelchair Accessible, Free Wifi, Accepts Credit Cards, Family style, Non-smoking restaurants, Gift Cards Available","True","True",,50,50,50,50,84,0,1,1,0,"Polish (3), English (83)","g209938-d23301825","in rating","$","Irish, Cafe, Healthy",83,3,83,"Restaurants"
"g209938-d2401036","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'The Blue Print Pizza Newry']","The Blue Print Pizza Newry","Claimed",4,"July 12, 2023","Ballybot House 28 Corn Market Ballybot House, Newry BT35 8BG Northern Ireland",54.17445,-6.34287,"#21 of 80 Restaurants in Newry","#2 of 10 Pizza in Newry",165,0,0,,"Pizza","Lunch, Dinner, Late Night","Vegetarian Friendly, Gluten Free Options","Takeout, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Table Service, Reservations","True","True","http://www.blueprintpizza.com/contact_blue_print_pizza.php",40,35,35,35,66,45,27,11,16,"English (165)","g209938-d2401036","in rating","$$ - $$$","Pizza, Vegetarian Friendly, Gluten Free Options",165,0,165,"Restaurants"
"g209938-d2459594","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Olive']","Olive - CLOSED","Unclaimed",3.5,"August 7, 2018","The Quays, Newry BT35 8QS Northern Ireland",54.16885,-6.34096,,,12,0,0,,"European, Greek",,,,"False","False","http://www.thequays.co.uk/tenantlisting/viewdetails.asp?ID=109",35,30,30,35,4,3,2,1,2,"English (12)","g209938-d2459594","closed",,"European, Greek",12,0,12,
"g209938-d2627484","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Grounded Espresso Bar']","Grounded Espresso Bar","Claimed",4,"May 7, 2023","27 Merchants Quay, Newry BT35 6EH Northern Ireland",54.176468,-6.339636,"#2 of 14 Coffee & Tea in Newry","#2 of 14 Coffee & Tea in Newry",209,0,0,,"Irish, Cafe, British, Contemporary","Breakfast, Lunch, Brunch, Late Night","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Seating, Highchairs Available, Wheelchair Accessible, Free Wifi, Table Service","True","True","http://facebook.com/GroundedEspressoBars/",45,40,40,45,111,48,19,17,14,"English (209)","g209938-d2627484","in rating","$$ - $$$","Irish, Cafe, British",209,0,209,"Coffee & Tea"
"g209938-d2649283","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Yellow Heifer']","Yellow Heifer","Claimed",4.5,"July 28, 2023","16 Main Street Camlough, Newry BT35 7JG Northern Ireland",54.180683,-6.409531,"#4 of 80 Restaurants in Newry","#4 of 80 Restaurants in Newry",345,0,0,,"Irish, European, Pub","Lunch, Dinner, Brunch, Late Night","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service","True","True","http://www.theyellowheifer.co.uk",45,45,45,45,242,65,17,10,11,"German (1), French (1), Italian (2), English (341)","g209938-d2649283","in rating","$$ - $$$","Irish, European, Pub",341,4,341,"Restaurants"
"g209938-d3158573","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'The Bank Bar & Bistro']","The Bank Bar & Bistro","Claimed",4,"September 18, 2023","1 2 Trevor Hill, Newry BT34 1DN Northern Ireland",54.1776,-6.335719,"#8 of 80 Restaurants in Newry","#8 of 80 Restaurants in Newry",353,0,0,,"Irish, Bar, International, Pub","Dinner, Brunch, Lunch, Late Night, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Reservations, Outdoor Seating, Buffet, Seating, Street Parking, Free off-street parking, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Live Music","True","True","http://www.thebanknewry.com/contact-us",45,45,40,45,227,50,22,25,29,"English (352), Italian (1)","g209938-d3158573","in rating","$$ - $$$","Irish, Bar, International",352,1,352,"Restaurants"
"g209938-d3326725","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Sheepbridge Family Entertainment Centre']","Sheepbridge Family Entertainment Centre","Claimed",3.5,"June 18, 2023","143 Belfast Road, Newry BT34 1QU Northern Ireland",54.224903,-6.317769,"#55 of 80 Restaurants in Newry","#28 of 31 Irish in Newry",64,0,0,"₪34 - ₪68","British, Irish, Bar","Lunch, Dinner",,"Takeout, Television, Highchairs Available, Wheelchair Accessible, Reservations, Seating, Parking Available, Free off-street parking, Full Bar, Free Wifi, Table Service, Serves Alcohol","True","True","http://www.sheepbridgefec.com",40,35,35,35,26,6,8,10,14,"English (64)","g209938-d3326725","in rating","$$ - $$$","Irish, Bar, British",64,0,64,"Restaurants"
"g209938-d3327284","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Relish']","Relish - CLOSED","Unclaimed",,,"Unit 35A Buttercrane Shopping Centre Buttercrane Quay, Newry BT35 8HJ Northern Ireland",54.17214,-6.34045,,,0,0,0,,"Irish","Breakfast, Lunch, Dinner",,,"False","True",,,,,,0,0,0,0,0,"nan","g209938-d3327284","closed",,"Irish",0,0,0,
"g209938-d3422190","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Cobbles']","Cobbles","Claimed",4,"August 1, 2020","15 The Mall, Newry BT34 1BG Northern Ireland",54.176495,-6.338582,"#19 of 80 Restaurants in Newry","#8 of 16 Pub in Newry",98,0,0,"₪24 - ₪73","Irish, Bar, Pub, Contemporary","Lunch, Dinner","Vegetarian Friendly, Gluten Free Options","Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Reservations, Accepts Credit Cards, Table Service, Live Music","True","True","http://www.cobblesnewry.com/",40,40,40,40,62,18,5,3,10,"English (98)","g209938-d3422190","in rating","$$ - $$$","Irish, Bar, Contemporary",98,0,98,"Restaurants"
"g209938-d3773823","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Dong Dong Chinese Takeaway']","Dong Dong Chinese Takeaway - CLOSED","Unclaimed",2.5,"February 9, 2016","50 Monaghan Street, Newry BT35 6AA Northern Ireland",54.17739,-6.34615,,,8,0,0,,"Chinese, Asian","Dinner",,,"False","True",,,,,,2,0,1,1,4,"English (8)","g209938-d3773823","closed",,"Chinese, Asian",8,0,8,
"g209938-d3802877","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Deli Lites']","Deli Lites","Claimed",4,"August 16, 2023","Shopping Centre The Quays, Newry BT35 8QS Northern Ireland",54.168392,-6.33975,"#29 of 80 Restaurants in Newry","#29 of 80 Restaurants in Newry",72,0,0,,"Irish, Cafe","Breakfast, Lunch","Vegetarian Friendly, Vegan Options","Takeout, Seating, Highchairs Available, Wheelchair Accessible","False","False","http://www.delilitesandwiches.com/our-gourmet-cafes.html",40,35,35,40,37,11,7,6,11,"English (71), French (1)","g209938-d3802877","in rating","$$ - $$$","Irish, Cafe, Vegetarian Friendly",71,1,71,"Restaurants"
"g209938-d3931023","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Shelbourne Bakery and Restaurant']","Shelbourne Bakery and Restaurant","Claimed",4.5,"July 8, 2023","69 Hill Street, Newry BT34 1DG Northern Ireland",54.17647,-6.337437,"#1 of 14 Coffee & Tea in Newry","#1 of 14 Coffee & Tea in Newry",169,0,0,,"Irish, Cafe","Breakfast, Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service","True","True","http://www.shelbournebakery.com/",45,45,45,45,95,47,11,10,6,"Spanish (1), Polish (1), English (167)","g209938-d3931023","in rating","$$ - $$$","Dessert, Irish, Cafe",167,2,167,"Coffee & Tea"
"g209938-d3932105","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', ""Courtney's""]","Courtney's","Claimed",4.5,"October 12, 2023","Mill Street, Newry BT34 1DF Northern Ireland",54.17372,-6.33935,"#7 of 80 Restaurants in Newry","#7 of 80 Restaurants in Newry",132,0,0,,"Irish, Cafe","Breakfast, Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Table Service","True","True","https://www.facebook.com/courtneysnewry/",45,45,45,40,104,12,2,6,8,"English (132)","g209938-d3932105","in rating","$$ - $$$","Irish, Cafe, Vegetarian Friendly",132,0,132,"Restaurants"
"g209938-d3936613","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Henrys Newry']","Henrys Newry","Unclaimed",3.5,"May 21, 2023","Kilmorey Street, Newry Northern Ireland",54.17784,-6.33083,"#60 of 80 Restaurants in Newry","#6 of 12 Chinese in Newry",10,0,0,,"Chinese","Dinner",,"Takeout","True","False",,,,,,6,0,1,0,3,"English (10)","g209938-d3936613","in rating","$","Chinese",10,0,10,"Restaurants"
"g209938-d3941029","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Belleek Country House']","Belleek Country House","Claimed",4.5,"September 3, 2023","16 Main Street Belleeks, Armagh, Newry BT35 7PH Northern Ireland",54.18433,-6.48647,"#24 of 80 Restaurants in Newry","#11 of 15 Bar in Newry",22,0,0,,"Bar, European, Pub","Breakfast, Lunch, Dinner, Brunch, Drinks","Vegetarian Friendly, Vegan Options","Reservations, Seating, Highchairs Available, Takeout, Outdoor Seating, Buffet, Private Dining, Parking Available, Street Parking, Free off-street parking, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service","True","True","http://en-gb.facebook.com/Belleek-Country-House-1635748713336736/",45,45,45,,15,4,2,1,0,"English (22)","g209938-d3941029","in rating","$$ - $$$","Bar, European, Pub",22,0,22,"Restaurants"
"g209938-d3981029","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Murphys']","Murphys","Claimed",4,"February 26, 2023","2 Drumintee Road, Newry BT35 8JT Northern Ireland",54.122307,-6.388713,"#16 of 80 Restaurants in Newry","#16 of 80 Restaurants in Newry",233,0,0,"₪29 - ₪102","Irish, Bar, European","Lunch, Dinner, Brunch, Late Night","Vegetarian Friendly, Vegan Options, Gluten Free Options","Delivery, Takeout, Reservations, Outdoor Seating, Buffet, Private Dining, Seating, Parking Available, Validated Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service","True","True",,45,45,45,40,157,24,15,12,25,"English (233)","g209938-d3981029","in rating","$$ - $$$","Irish, Bar, European",233,0,233,"Restaurants"
"g209938-d4263616","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Snaubs']","Snaubs","Claimed",4.5,"June 9, 2023","15 Monaghan Street, Newry BT35 6BB Northern Ireland",54.17695,-6.342125,"#14 of 80 Restaurants in Newry","#4 of 24 Cafe in Newry",58,0,0,,"Irish, Cafe, International, European, Healthy, Soups, Wine Bar","Breakfast, Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service","True","True","http://www.snaubs.com",45,50,45,,42,10,4,2,0,"English (58)","g209938-d4263616","in rating","$$ - $$$","Irish, Cafe, International",58,0,58,"Restaurants"
"g209938-d4307547","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Maya Cafe Company']","Maya Cafe Company","Unclaimed",4.5,"June 21, 2023","12A Monaghan Street, Newry BT35 6AA Northern Ireland",54.176895,-6.341684,"#15 of 80 Restaurants in Newry","#1 of 1 Mexican in Newry",96,0,0,,"Mexican, Cafe, Guatemalan","Breakfast, Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options","Takeout, Seating, Table Service, Accepts Mastercard, Accepts Visa, Accepts Credit Cards","True","True","https://www.facebook.com/Maya-Caf%C3%A9-Company-331147140306229/",45,40,45,45,77,11,3,2,3,"English (96)","g209938-d4307547","in rating","$","Mexican, Cafe, Guatemalan",96,0,96,"Restaurants"
"g209938-d4326675","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Spice of India']","Spice of India","Unclaimed",4,"September 29, 2020","6 Corn Market, Newry BT35 8BG Northern Ireland",54.176945,-6.342149,"#39 of 80 Restaurants in Newry","#2 of 6 Indian in Newry",64,0,0,,"Indian, Bangladeshi","Dinner","Vegetarian Friendly","Takeout, Reservations, Wheelchair Accessible, Table Service, Delivery, Seating, Serves Alcohol","True","True","https://www.facebook.com/Spice-Of-India-891585094252743/",40,45,40,35,33,11,7,2,11,"English (64)","g209938-d4326675","in rating","$$ - $$$","Indian, Bangladeshi, Vegetarian Friendly",64,0,64,"Restaurants"
"g209938-d4432671","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Transylvania']","Transylvania","Claimed",4,"June 14, 2023","12 Upper Water Street, Newry BT34 1DJ Northern Ireland",54.176537,-6.33644,"#41 of 80 Restaurants in Newry","#5 of 10 Pizza in Newry",14,0,0,,"Fast Food, Pizza","Lunch, Dinner, Brunch",,"Takeout, Wheelchair Accessible, Seating","True","True","https://www.facebook.com/Transylvania-Newry-359563147507717/",50,50,50,,9,1,1,1,2,"English (14)","g209938-d4432671","in rating","$","Pizza, Fast Food",14,0,14,"Restaurants"
"g209938-d4580083","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', ""McCooey's""]","McCooey's","Claimed",4.5,"December 7, 2022","22 Monaghan Street, Newry BT35 6AA Northern Ireland",54.176945,-6.342634,"#10 of 80 Restaurants in Newry","#10 of 80 Restaurants in Newry",117,0,0,,"Soups","Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Outdoor Seating, Highchairs Available, Seating, Wheelchair Accessible, Table Service, Free Wifi","True","True","http://www.facebook.com/McCooeysNewry",50,50,45,50,90,15,2,7,3,"English (117)","g209938-d4580083","in rating","$","Soups, Vegetarian Friendly, Vegan Options",117,0,117,"Restaurants"
"g209938-d4605046","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Newry', 'Newry Restaurants', 'Pepperjacks']","Pepperjacks","Unclaimed",5,"April 19, 2019","Kilkeel road, Newry Northern Ireland",54.10874,-5.97504,"#44 of 80 Restaurants in Newry","#44 of 80 Restaurants in Newry",5,0,0,,"Fast Food",,,,"False","False",,,,,,5,0,0,0,0,"English (5)","g209938-d4605046","in rating",,"Fast Food",5,0,5,"Restaurants"
