"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","website","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","status","id_destination","price_category","top_tags","type","English","non-English","local"
"g189937-d21212703","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Ravintola Nosturi']","Ravintola Nosturi","Unclaimed",3,"June 13, 2023","Jalkarannantie 23, Lahti 15900 Finland",60.98985,25.636133,"#72 of 129 Restaurants in Lahti","#72 of 129 Restaurants in Lahti",25,0,0,,"Barbecue, Pizza",,,"Reservations, Outdoor Seating, Seating, Free off-street parking, Waterfront","False","True","http://www.ravintolanosturi.fi",30,25,30,,3,8,5,6,3,"English (7), Finnish (17), French (1)","in rating","g189937-d21212703","$$ - $$$","Pizza, Barbecue","Restaurants",7,18,17
"g189937-d21249583","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Naukkaava Kaki']","Naukkaava Käki","Unclaimed",,,"Karjalankatu 35, Lahti 15150 Finland",60.97945,25.68002,,,0,0,0,,"Italian, American, International",,,,"False","False","http://www.naukkaavakaki.fi/",,,,,0,0,0,0,0,"nan","in rating","g189937-d21249583","$$ - $$$","Italian, American, International",,0,0,0
"g189937-d21251582","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'B-grilli']","B-grilli","Unclaimed",5,"September 10, 2020","Metsäpellontie 30, Lahti Finland",60.99313,25.695185,"#87 of 129 Restaurants in Lahti","#6 of 11 Barbecue in Lahti",1,0,0,,"Barbecue",,,,"False","True","http://www.facebook.com/B-Grilli-102486238181098/",,,,,1,0,0,0,0,"English, Finnish (1)","in rating","g189937-d21251582",,"Barbecue","Restaurants",0,1,1
"g189937-d21251865","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'B-Grilli']","B-Grilli","Unclaimed",,,"Metsapellontie 30, Lahti 15200 Finland",,,,,0,0,0,,"Grill",,,,"False","True","http://www.facebook.com/B-Grilli-102486238181098/",,,,,0,0,0,0,0,"nan","in rating","g189937-d21251865",,"Grill",,0,0,0
"g189937-d21257908","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Malskin Bistro']","Malskin Bistro","Unclaimed",4,"September 9, 2023","Päijänteenkatu 9, Lahti 15140 Finland",60.98633,25.658232,"#28 of 129 Restaurants in Lahti","#28 of 129 Restaurants in Lahti",14,0,0,,"Fusion",,,,"False","False","http://malskinbistro.fi",,,,,9,1,2,0,2,"English (4), Finnish (9), French (1)","in rating","g189937-d21257908","$$ - $$$","Fusion","Restaurants",4,10,9
"g189937-d21349713","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Ravintola Katjusa']","Ravintola Katjusa - CLOSED","Claimed",5,"September 25, 2021","Rauhankatu 14, Lahti 15100 Finland",60.983604,25.653563,,,1,0,0,"₪36 - ₪130","Eastern European","Lunch, Dinner, Drinks",,"Delivery, Reservations, Buffet, Seating, Accepts Credit Cards, Gift Cards Available","False","True","http://www.katjusa.fi",,,,,1,0,0,0,0,"English (1)","closed","g189937-d21349713","$$ - $$$","Eastern European",,1,0,0
"g189937-d23160808","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Teboil Saksala']","Teboil Saksala","Unclaimed",,,"Vanhanradankatu 4, Lahti 15520 Finland",60.97381,25.67787,,,0,0,0,,"Cafe, Grill",,,,"False","False",,,,,,0,0,0,0,0,"nan","in rating","g189937-d23160808",,"Cafe, Grill",,0,0,0
"g189937-d23174340","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', ""Barot's""]","Barot's","Unclaimed",4,"September 24, 2021","Myyntimiehenkatu 2, Lahti 15700 Finland",60.93523,25.62888,"#102 of 129 Restaurants in Lahti","#102 of 129 Restaurants in Lahti",1,0,0,,"Fast Food",,,,"False","False","http://barots.fi/ravintolat/lahti/",,,,,0,1,0,0,0,"English, Finnish (1)","in rating","g189937-d23174340",,"Fast Food","Restaurants",0,1,1
"g189937-d23280613","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Naughty BRGR Lahti']","Naughty BRGR Lahti - CLOSED","Claimed",3,"November 20, 2021","Vesijärvenkatu 7, Lahti 15100 Finland",60.979755,25.660547,,,4,0,0,"₪17 - ₪82","American","Lunch, Dinner, Late Night",,"Gift Cards Available","False","True","http://www.naughtybrgr.com",,,,,1,0,1,2,0,"English (1), Finnish (3)","closed","g189937-d23280613","$$ - $$$","American",,1,3,3
"g189937-d23328308","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Myllysaari']","Myllysaari","Unclaimed",5,"August 25, 2022","Myllysaarenkatu 12 Saari, Lahti 15900 Finland",60.99505,25.614643,"#76 of 129 Restaurants in Lahti","#1 of 1 Dining bars in Lahti",1,0,0,,"Bar, International, Pub, Diner, Wine Bar, Dining bars",,,"Outdoor Seating, Seating, Waterfront","False","True","http://www.myllysaari.fi",,,,,1,0,0,0,0,"English, French (1)","in rating","g189937-d23328308",,"Bar, International, Pub, Diner","Restaurants",0,1,0
"g189937-d2468717","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Taivaanranta Lahti']","Taivaanranta Lahti","Claimed",4,"August 9, 2023","Rautatienkatu 13, Lahti 15110 Finland",60.981907,25.658844,"#7 of 129 Restaurants in Lahti","#7 of 129 Restaurants in Lahti",135,0,0,,"European, Central European, Scandinavian, International","Lunch, Dinner, Brunch, Late Night, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service, Gift Cards Available","True","True","http://www.taivaanranta.com",40,45,35,40,54,55,13,10,3,"Spanish (1), Finnish (54), Italian (3), Swedish (2), German (6), English (64), French (1), Russian (3), Danish (1)","in rating","g189937-d2468717","$$ - $$$","International, European, Central European","Restaurants",64,71,54
"g189937-d4293813",,,,,,,,,,,0,0,0,,,"nan",,"nan","False","False",,,,,,,,,,,"nan","redirect",,,,,0,0,0
"g189937-d4449977","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Bar & Bistro SeuraHuone']","Bar & Bistro SeuraHuone","Claimed",4,"May 12, 2022","Aleksanterinkatu 14, Lahti 15110 Finland",60.982964,25.659891,"#15 of 129 Restaurants in Lahti","#4 of 16 Bar in Lahti",35,0,0,,"Bar, Pub","Drinks",,"Wheelchair Accessible, Outdoor Seating, Serves Alcohol, Accepts Credit Cards, Table Service","True","True","http://www.sokoshotels.fi/fi/lahti/sokos-hotel-lahden-seurahuone/ravintolat",40,40,40,,13,18,1,3,0,"Turkish (1), English (14), Russian (3), Spanish (1), Finnish (16)","in rating","g189937-d4449977","$$ - $$$","Bar, Pub","Restaurants",14,21,16
"g189937-d4450043","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Oldi']","Oldi","Unclaimed",3.5,"May 3, 2020","Aleksanterinkatu 9, Lahti 15110 Finland",60.98298,25.65468,"#77 of 129 Restaurants in Lahti","#11 of 19 Pub in Lahti",9,0,0,,"Pub","Breakfast, Lunch, Dinner",,,"True","True","https://www.facebook.com/oldiofficial/?rf=206534879366668",,,,,2,3,2,0,2,"Italian (1), English (2), Finnish (6)","in rating","g189937-d4450043",,"Pub","Restaurants",2,7,6
"g189937-d4507344","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Bus Burger']","Bus Burger","Claimed",4,"January 21, 2023","Savontie 409, Lahti 15230 Finland",61.03153,25.739656,"#2 of 6 Quick Bites in Lahti","#2 of 6 Quick Bites in Lahti",158,0,0,,"American, Fast Food, Diner, Central American","Lunch, Dinner","Vegetarian Friendly, Vegan Options, Gluten Free Options","Parking Available, Highchairs Available, Takeout, Outdoor Seating, Seating, Serves Alcohol, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service, Television","True","True","http://www.busburger.fi",40,40,35,45,47,77,20,12,2,"English (50), Spanish (1), Finnish (107)","in rating","g189937-d4507344","$$ - $$$","Dessert, American, Fast Food","Quick Bites",50,108,107
"g189937-d4755835","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Ravintola Paroni']","Ravintola Paroni","Unclaimed",,,"Vesijaervenkatu 32, Lahti 15140 Finland",60.98594,25.66204,,,0,0,0,,"Cafe","Lunch, Dinner",,,"True","False",,,,,,0,0,0,0,0,"nan","in rating","g189937-d4755835",,"Cafe",,0,0,0
"g189937-d4802226","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Ravintola Patras']","Ravintola Patras","Unclaimed",3.5,"November 29, 2019","Haemeenkatu 16, Lahti 15110 Finland",60.98204,25.657091,"#40 of 129 Restaurants in Lahti","#40 of 129 Restaurants in Lahti",26,0,0,,"Mediterranean, Greek","Lunch, Dinner",,"Reservations","True","True","http://www.ravintolapatras.fi/",30,35,30,,5,9,9,2,1,"English (7), Finnish (17), Russian (2)","in rating","g189937-d4802226","$$ - $$$","Mediterranean, Greek","Restaurants",7,19,17
"g189937-d4939134","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Paatybaari']","Paatybaari","Unclaimed",5,"July 25, 2020","Okeroistentie 49, Lahti 15800 Finland",60.97687,25.6178,"#74 of 129 Restaurants in Lahti","#9 of 19 Pub in Lahti",2,0,0,,"Bar, Pub",,,,"False","False",,,,,,2,0,0,0,0,"English (1), Finnish (1)","in rating","g189937-d4939134",,"Bar, Pub","Restaurants",1,1,1
"g189937-d4939609","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Ekokahvila MeaManna']","Ekokahvila MeaManna","Unclaimed",5,"February 21, 2018","Hollolankatu 1, Lahti 15110 Finland",60.98341,25.64879,"#32 of 129 Restaurants in Lahti","#32 of 129 Restaurants in Lahti",8,0,0,,,"Breakfast, Lunch",,,"True","True","http://www.facebook.com/EkokahvilaMeaManna/",,,,,6,2,0,0,0,"English (4), Finnish (4)","in rating","g189937-d4939609",,,"Restaurants",4,4,4
"g189937-d5030324","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'kahvila Lokki']","kahvila Lokki","Unclaimed",4,"July 9, 2021","At the Harbor, Lahti Finland",60.98266,25.65966,"#94 of 129 Restaurants in Lahti","#94 of 129 Restaurants in Lahti",4,0,0,,,"Lunch, Dinner",,,"True","False",,,,,,2,0,1,1,0,"English (1), Finnish (3)","in rating","g189937-d5030324","$$ - $$$",,"Restaurants",1,3,3
"g189937-d5041105","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Trattoria Seurahuone']","Trattoria Seurahuone","Claimed",4,"August 15, 2023","Aleksanterinkatu 14 Solo Sokos Hotel Lahden Seurahuone, Lahti 15110 Finland",60.98296,25.660213,"#11 of 129 Restaurants in Lahti","#11 of 129 Restaurants in Lahti",154,0,0,"₪39 - ₪137","Italian, Mediterranean, European","Lunch, Dinner, Late Night, Drinks","Vegan Options, Gluten Free Options, Vegetarian Friendly","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service","True","True","http://www.raflaamo.fi/fi/lahti/trattoria-seurahuone-lahti",40,40,40,40,39,73,22,13,7,"Italian (2), English (56), Russian (6), Portuguese (1), Spanish (2), German (1), Finnish (85), Danish (1)","in rating","g189937-d5041105","$$ - $$$","Italian, Mediterranean, European","Restaurants",56,98,85
"g189937-d5494513","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Laurell Lahti']","Laurell Lahti","Unclaimed",4.5,"August 18, 2021","Aleksanterinkatu 24, Lahti 15140 Finland",60.982483,25.66519,"#1 of 1 Specialty Food Markets in Lahti","#1 of 1 Specialty Food Market in Lahti",32,0,0,,"Cafe","Breakfast",,"Wheelchair Accessible","False","True","http://www.laurell.fi/index.php?section=67",45,45,45,,15,17,0,0,0,"French (2), Russian (2), Dutch (1), Finnish (20), English (7)","in rating","g189937-d5494513","$$ - $$$","Dessert, Cafe","Specialty Food Markets",7,25,20
"g189937-d5504244","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Ravintola Lokki']","Ravintola Lokki","Unclaimed",3,"October 16, 2022","Jalkarannantie 19, Lahti 15900 Finland",60.988876,25.640268,"#116 of 129 Restaurants in Lahti","#13 of 13 Scandinavian in Lahti",61,0,0,,"International, European, Scandinavian","Lunch, Brunch",,"Reservations, Seating, Wheelchair Accessible, Outdoor Seating, Free off-street parking, Highchairs Available, Serves Alcohol, Wine and Beer, Free Wifi, Waterfront","True","True","http://www.ravintolalokki.fi",30,30,30,,9,13,20,12,7,"Finnish (48), French (1), English (11), Russian (1)","in rating","g189937-d5504244","$$ - $$$","International, European, Scandinavian","Restaurants",11,50,48
"g189937-d6727398",,,,,,,,,,,0,0,0,,,"nan",,"nan","False","False",,,,,,,,,,,"nan","redirect",,,,,0,0,0
"g189937-d6894283","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Subway']","Subway","Unclaimed",3.5,"September 24, 2019","Aleksanterinkatu 9, Lahti 15110 Finland",60.983036,25.654888,"#63 of 129 Restaurants in Lahti","#63 of 129 Restaurants in Lahti",14,0,0,,,"Breakfast, Lunch, Dinner",,,"True","True","https://restaurants.subway.com/finland/lahti/aleksanterinkatu-9?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=57658&utm_campaign=evergreen-2020&y_source=1_MTQ5Mjc1NjAtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D",,,,,1,8,4,1,0,"Finnish (9), Russian (2), Dutch (1), English (2)","in rating","g189937-d6894283","$",,"Restaurants",2,12,9
"g189937-d7396097","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Lounasravintola Manty']","Lounasravintola Manty","Unclaimed",4,"November 5, 2022","Seisakekatu 2, Lahti 15700 Finland",60.968803,25.615644,"#22 of 129 Restaurants in Lahti","#22 of 129 Restaurants in Lahti",20,0,0,,,"Lunch",,"Wheelchair Accessible","False","True","http://lounasravintolamanty.fi/lounas",45,45,50,,8,9,2,0,1,"English (1), Swedish (1), Finnish (18)","in rating","g189937-d7396097","$",,"Restaurants",1,19,18
"g189937-d776631","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Santa Fe']","Santa Fe","Unclaimed",4,"February 5, 2023","Aleksanterinkatu 10, Lahti 15110 Finland",60.98319,25.657108,"#3 of 4 Desserts in Lahti","#3 of 4 Dessert in Lahti",156,0,0,,"Mexican, Southwestern","Lunch, Dinner, Late Night","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Serves Alcohol, Full Bar, Table Service","True","True","http://www.santafelahti.com",35,40,35,35,34,73,35,10,4,"Italian (2), French (2), Finnish (82), Swedish (1), Norwegian (2), German (3), Russian (1), Danish (1), English (60), Portuguese (2)","in rating","g189937-d776631","$$ - $$$","Dessert, Mexican, Southwestern","Desserts",60,96,82
"g189937-d776633","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Mamma Maria']","Mamma Maria","Claimed",3.5,"September 22, 2023","Vapaudenkatu 10, Lahti 15110 Finland",60.983868,25.656916,"#12 of 129 Restaurants in Lahti","#12 of 129 Restaurants in Lahti",472,0,0,,"Italian, Pizza, Mediterranean, European","Lunch, Dinner, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, Street Parking, Wine and Beer, Digital Payments","True","True","http://mammamaria.fi/ravintola/in-english/",35,35,40,40,133,160,85,55,39,"Portuguese (1), Dutch (3), French (3), Russian (17), Norwegian (3), Italian (16), Finnish (205), Spanish (6), English (204), German (6), Polish (1), Swedish (6), Danish (1)","in rating","g189937-d776633","$$ - $$$","Italian, Pizza, Mediterranean","Restaurants",204,268,205
"g189937-d7777964","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Ristorante Momento']","Ristorante Momento","Unclaimed",3.5,"July 24, 2023","Kauppiaankatu 2 Kauppakeskus Karisma, Lahti 15160 Finland",60.9814,25.736397,"#31 of 129 Restaurants in Lahti","#31 of 129 Restaurants in Lahti",33,0,0,,,,,"Wheelchair Accessible","False","True","http://www.ristorantemomento.fi/",40,40,40,,4,18,9,1,1,"English (6), Finnish (25), Russian (2)","in rating","g189937-d7777964","$$ - $$$",,"Restaurants",6,27,25
"g189937-d778645","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Toros TexMex']","Toros TexMex","Unclaimed",4,"May 25, 2023","Haemeenkatu 21, Lahti 15110 Finland",60.98157,25.65942,"#26 of 129 Restaurants in Lahti","#2 of 14 Pizza in Lahti",20,0,0,,"Mexican, Steakhouse, Pizza","Lunch, Dinner",,"Reservations, Buffet, Seating, Serves Alcohol, Wine and Beer, Family style","False","True","https://www.facebook.com/TOROSTEXMEX/",35,30,35,,4,8,7,1,0,"English (7), Finnish (12), Italian (1)","in rating","g189937-d778645","$","Mexican, Steakhouse, Pizza","Restaurants",7,13,12
"g189937-d786324","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'El Toro']","El Toro","Unclaimed",4,"December 28, 2022","Mariankatu 8, Lahti 15110 Finland",60.981945,25.655872,"#4 of 129 Restaurants in Lahti","#1 of 6 Steakhouse in Lahti",193,0,0,,"Steakhouse, European, Spanish","Dinner, Lunch",,"Reservations, Seating, Highchairs Available, Serves Alcohol, Table Service","True","True","http://www.ravintolaeltoro.com/lahti/etusivu.html",45,40,35,40,82,72,32,7,0,"German (5), Dutch (2), French (2), Finnish (97), English (76), Russian (9), Danish (1), Italian (1)","in rating","g189937-d786324","$$ - $$$","Steakhouse, European, Spanish","Restaurants",76,117,97
"g189937-d790036",,,,,,,,,,,0,0,0,,,"nan",,"nan","False","False",,,,,,,,,,,"nan","redirect",,,,,0,0,0
"g189937-d793484",,,,,,,,,,,0,0,0,,,"nan",,"nan","False","False",,,,,,,,,,,"nan","redirect",,,,,0,0,0
"g189937-d7953698","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Pancho Villa Lahti']","Pancho Villa Lahti","Claimed",4,"October 25, 2022","Kauppakatu 18 Kauppakeskus Syke, Lahti 15140 Finland",60.987175,25.664059,"#23 of 129 Restaurants in Lahti","#2 of 5 Mexican in Lahti",25,0,0,"₪41 - ₪122","Mexican, Steakhouse, Southwestern","Lunch, Dinner, Drinks",,"Delivery, Takeout, Reservations, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Credit Cards, Table Service, Playgrounds, Family style, Non-smoking restaurants, Gift Cards Available","True","True","http://www.panchovilla.fi/lahti",40,40,35,,7,10,6,2,0,"Finnish (20), English (5)","in rating","g189937-d7953698","$$ - $$$","Mexican, Steakhouse, Southwestern","Restaurants",5,20,20
"g189937-d8001449","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Kahvila Oskari']","Kahvila Oskari","Claimed",4.5,"February 18, 2023","Haemeenkatu 17, Lahti 15110 Finland",60.98188,25.65766,"#2 of 7 Coffee & Tea in Lahti","#2 of 7 Coffee & Tea in Lahti",108,0,0,,"Cafe, Scandinavian, Soups","Breakfast, Lunch","Vegetarian Friendly, Vegan Options","Outdoor Seating, Seating, Accepts Mastercard, Accepts Visa, Digital Payments, Accepts Credit Cards, Highchairs Available","True","True","http://www.kahvilaoskari.fi",45,45,45,,72,32,1,3,0,"Italian (2), Russian (6), Finnish (72), English (26), French (1), German (1)","in rating","g189937-d8001449","$$ - $$$","Cafe, Soups, Scandinavian","Coffee & Tea",26,82,72
"g189937-d802010","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Aseman Ravintola']","Aseman Ravintola","Unclaimed",3.5,"June 18, 2020","Jalkarannantie 1, Lahti Finland",60.98456,25.65033,"#124 of 129 Restaurants in Lahti","#124 of 129 Restaurants in Lahti",3,0,0,,,"Breakfast, Lunch, Dinner",,,"True","True",,,,,,2,0,0,0,1,"English (2), Finnish (1)","in rating","g189937-d802010",,,"Restaurants",2,1,1
"g189937-d802030","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Hiidenkivi']","Hiidenkivi","Unclaimed",4,"January 1, 2021","Rautatienkatu 28, Lahti Finland",60.98434,25.65864,"#49 of 129 Restaurants in Lahti","#5 of 19 Pub in Lahti",9,0,0,,"Bar, Pub","Lunch, Dinner",,,"True","False",,,,,,3,3,3,0,0,"Finnish (5), English (4)","in rating","g189937-d802030",,"Bar, Pub","Restaurants",4,5,5
"g189937-d8089688","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Siipiravintola']","Siipiravintola","Claimed",4,"August 17, 2022","Rautatienkatu 15, Lahti 15110 Finland",60.982265,25.658747,"#21 of 129 Restaurants in Lahti","#21 of 129 Restaurants in Lahti",22,0,0,,,,,"Takeout","False","True","http://www.siipiravintola.fi/",45,45,40,,7,11,3,1,0,"Finnish (16), English (6)","in rating","g189937-d8089688","$$ - $$$",,"Restaurants",6,16,16
"g189937-d809919","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Jonel Thai']","Jonel Thai","Unclaimed",3.5,"March 3, 2023","Vapaudenkatu 15, Lahti 15140 Finland",60.98353,25.66118,"#81 of 129 Restaurants in Lahti","#81 of 129 Restaurants in Lahti",43,0,0,,"Asian, Thai","Lunch","Vegetarian Friendly","Takeout, Reservations, Seating, Table Service, Delivery, Buffet, Wheelchair Accessible","False","True","http://www.jonelthai.com/#about",40,30,40,,8,18,8,4,5,"Russian (4), Finnish (24), English (15)","in rating","g189937-d809919","$$ - $$$","Asian, Thai, Vegetarian Friendly","Restaurants",15,28,24
"g189937-d8119904","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Capo']","Capo","Unclaimed",4,"February 9, 2019","Vapaudenkatu 15, Lahti 15140 Finland",60.98353,25.66118,"#30 of 129 Restaurants in Lahti","#2 of 11 Barbecue in Lahti",27,0,0,,"Barbecue",,,,"False","True","http://www.capo.fi",40,40,35,,9,11,3,3,1,"English (9), Finnish (18)","in rating","g189937-d8119904","$$ - $$$","Barbecue","Restaurants",9,18,18
"g189937-d8364948","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Lucky House']","Lucky House","Claimed",3.5,"January 6, 2019","Haemeenkatu 9 The Best Chinese Restaurant in the Town, Lahti 15110 Finland",60.98209,25.65446,"#47 of 129 Restaurants in Lahti","#3 of 4 Chinese in Lahti",24,0,0,,"Chinese, Sushi","Lunch, Dinner",,"Reservations","True","True","http://www.lucky-house.net/",30,35,35,,5,10,4,4,1,"Finnish (14), Russian (1), English (9)","in rating","g189937-d8364948","$","Chinese, Sushi","Restaurants",9,15,14
