"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","website","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","status","id_destination","price_category","top_tags","type","English","non-English","local"
"g189937-d15581991","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Coppa Eatery']","Coppa Eatery","Unclaimed",4,"September 25, 2023","Aleksanterinkatu 16, Lahti 15110 Finland",60.98289,25.661087,"#14 of 129 Restaurants in Lahti","#14 of 129 Restaurants in Lahti",45,0,0,,"European, Barbecue","Lunch, Dinner","Vegetarian Friendly","Reservations, Seating, Accepts Credit Cards, Table Service","False","True","http://www.coppa.fi",35,40,35,,14,18,8,4,1,"Italian (2), Finnish (26), English (16), French (1)","in rating","g189937-d15581991","$$ - $$$","Barbecue, European, Vegetarian Friendly","Restaurants",16,29,26
"g189937-d16194165","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Dalaman Pizzeria & Kebab']","Dalaman Pizzeria & Kebab","Unclaimed",4,"October 1, 2021","Salonaukio 7 Salonaukio Shopping Center, Lahti 15170 Finland",60.97995,25.71032,"#57 of 129 Restaurants in Lahti","#5 of 14 Pizza in Lahti",7,0,0,,"Pizza, Turkish",,,,"False","True","http://www.dalaman.fi",,,,,3,2,0,2,0,"Finnish (4), Italian (1), English (2)","in rating","g189937-d16194165","$","Pizza, Turkish","Restaurants",2,5,4
"g189937-d16700614","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Bar Loosister']","Bar Loosister","Unclaimed",4,"October 9, 2020","Vapaudenkatu 16, Lahti 15110 Finland",60.98392,25.659786,"#50 of 129 Restaurants in Lahti","#6 of 19 Pub in Lahti",7,0,0,,,,,,"False","True","https://www.facebook.com/barloosisterlahti/",,,,,2,2,3,0,0,"English, Finnish (7)","in rating","g189937-d16700614",,"Pub","Restaurants",0,7,7
"g189937-d1676355","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Viikinkiravintola Harald']","Viikinkiravintola Harald","Claimed",4.5,"June 11, 2023","Vesijärvenkatu 24 15110, Lahti Finland",60.983894,25.66146,"#2 of 129 Restaurants in Lahti","#2 of 129 Restaurants in Lahti",169,0,0,"₪69 - ₪236","European, Scandinavian","Lunch, Dinner, Drinks","Vegetarian Friendly, Gluten Free Options, Vegan Options","Gift Cards Available, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service","True","True","http://www.ravintolaharald.fi",45,45,40,45,74,76,15,4,0,"Dutch (2), Spanish (1), Russian (18), French (3), Norwegian (3), German (3), Italian (4), Polish (1), English (55), Danish (1), Portuguese (2), Finnish (76)","in rating","g189937-d1676355","$$ - $$$","European, Scandinavian, Vegetarian Friendly","Restaurants",55,114,76
"g189937-d16863797","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'M19 Food Market']","M19 Food Market","Claimed",4,"March 22, 2023","Mukkulankatu 19 Isku Center, Lahti 15210 Finland",61.005466,25.664406,"#99 of 129 Restaurants in Lahti","#99 of 129 Restaurants in Lahti",1,0,0,"₪26 - ₪64","Italian, Pizza, European, Grill, Scandinavian","Breakfast, Lunch, Drinks",,"Seating, Parking Available, Free off-street parking, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards","True","True","http://www.iskucenter.fi/m19-food-market/",,,,,0,1,0,0,0,"English (1)","in rating","g189937-d16863797","$$ - $$$","Italian, Pizza, European","Restaurants",1,0,0
"g189937-d16863848","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Mlinar Caffe']","Mlinar Caffe - CLOSED","Unclaimed",4.5,"July 23, 2020","Vapaudenkatu 13, Lahti 15150 Finland",60.98357,25.660347,,,7,0,0,,"Pizza, Cafe, Fast Food, International, European, Croatian",,,,"False","False","http://www.mlinar.hr/en",,,,,4,3,0,0,0,"German (1), English (3), Finnish (3)","closed","g189937-d16863848",,"Pizza, Cafe, Fast Food, International",,3,4,3
"g189937-d17384059","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Vinosia']","Vinosia","Unclaimed",3,"January 1, 2023","Loviisankatu 10, Lahti 15100 Finland",60.978767,25.658663,"#115 of 129 Restaurants in Lahti","#13 of 14 Pizza in Lahti",6,0,0,,"Pizza, Barbecue, European, Turkish, Greek","Lunch, Dinner",,,"True","True","https://pizza-online.fi/restaurant/v6mq/vinosia",,,,,3,0,0,0,3,"English, Finnish (6)","in rating","g189937-d17384059",,"Pizza, Barbecue, European, Turkish","Restaurants",0,6,6
"g189937-d17510810","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Ravintola Point Pub']","Ravintola Point Pub","Unclaimed",,,"Niemenkatu 29, Lahti 15140 Finland",60.99746,25.65655,,,0,0,0,,,"Breakfast, Lunch, Dinner",,,"True","True","http://www.pointpub.fi",,,,,0,0,0,0,0,"nan","in rating","g189937-d17510810",,,,0,0,0
"g189937-d17672703","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Bulevardi']","Bulevardi","Unclaimed",5,"August 12, 2019","Vapaudenkatu 11, Lahti 15110 Finland",60.98329,25.65933,"#92 of 129 Restaurants in Lahti","#13 of 16 Bar in Lahti",1,0,0,,"Bar, Pub",,,,"False","True","http://www.facebook.com/LahdenBulevardi/",,,,,1,0,0,0,0,"English, Italian (1)","in rating","g189937-d17672703",,"Bar, Pub","Restaurants",0,1,0
"g189937-d17705407","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Lahden Thai-Ruoka']","Lahden Thai-Ruoka","Unclaimed",5,"July 10, 2021","Torikatu 3, Lahti 15110 Finland",60.98374,25.65842,"#44 of 129 Restaurants in Lahti","#7 of 9 Asian in Lahti",4,0,0,,"Asian, Thai","Lunch",,,"True","True",,,,,,4,0,0,0,0,"English (1), Finnish (3)","in rating","g189937-d17705407",,"Asian, Thai","Restaurants",1,3,3
"g189937-d17724472","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Restaurant Enonsaari']","Restaurant Enonsaari","Unclaimed",,,"Enonsaari Island, Lahti Finland",60.907017,24.30055,,,0,0,0,,"Barbecue, Pub, Gastropub",,,,"False","True","http://www.enonsaari.fi",,,,,0,0,0,0,0,"nan","in rating","g189937-d17724472",,"Barbecue, Pub, Gastropub",,0,0,0
"g189937-d17763974","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Pizzeria Antonio']","Pizzeria Antonio","Unclaimed",4.5,"August 24, 2023","Rauhankatu 19 C, Lahti 15110 Finland",60.98504,25.65463,"#39 of 129 Restaurants in Lahti","#4 of 14 Pizza in Lahti",4,0,0,,"Pizza, Fast Food",,,,"False","True",,,,,,2,2,0,0,0,"German (1), English, Finnish (3)","in rating","g189937-d17763974",,"Pizza, Fast Food","Restaurants",0,4,3
"g189937-d17814588","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Kaapinlahteen Kievari']","Kaapinlahteen Kievari","Unclaimed",,,"Savontie 715 Heinlammi, Lahti 15230 Finland",60.995174,25.61502,,,0,0,0,,,,,,"False","True","http://www.kaapinlahteenkievari.fi",,,,,0,0,0,0,0,"nan","in rating","g189937-d17814588","$$ - $$$","Italian, French, American",,0,0,0
"g189937-d17829540","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Kuja']","Kuja","Claimed",4,"April 22, 2022","Aleksanterinkatu 14, Lahti 15110 Finland",60.982925,25.659962,"#24 of 129 Restaurants in Lahti","#24 of 129 Restaurants in Lahti",14,0,0,"₪26 - ₪64",,"Dinner, Late Night, Drinks",,"Table Service","True","True","https://www.facebook.com/kujalahti/",,,,,7,5,1,0,1,"Finnish (12), English (2)","in rating","g189937-d17829540","$$ - $$$",,"Restaurants",2,12,12
"g189937-d18185959","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Linkku Bistro']","Linkku Bistro","Unclaimed",4,"October 18, 2022","Cartanonkatu 2 Vanha linja-autoasema, Lahti 15110 Finland",60.98445,25.650866,"#3 of 6 Quick Bites in Lahti","#3 of 6 Quick Bites in Lahti",21,0,0,,"International, Fast Food, Grill, Middle Eastern","Lunch",,"Accepts Credit Cards, Delivery, Takeout, Outdoor Seating, Parking Available","False","True","https://www.facebook.com/Linkku-Bistro-110949473578294/?__tn__=%2Cd%2CP-R&eid=ARCEDwqnZffBknfp1xKRdyO47gfR3-17KaryQgP98SmEecebqQtl_QjQU-W1du5X0HTbRloX02AqzYDM",,,,,10,7,3,0,1,"Finnish (14), English (6), French (1)","in rating","g189937-d18185959","$","Quick Bites, Fast Food, International","Quick Bites",6,15,14
"g189937-d18341553","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Sataman Terassi Arla']","Sataman Terassi Arla","Unclaimed",2.5,"July 15, 2023","Lahden Matkustajasatama, Lahti 15140 Finland",60.99415,25.64741,"#123 of 129 Restaurants in Lahti","#123 of 129 Restaurants in Lahti",3,0,0,,,,,"Outdoor Seating, Waterfront","False","False","http://www.facebook.com/satamanterassiarla/",,,,,0,1,1,0,1,"English (1), Finnish (2)","in rating","g189937-d18341553",,,"Restaurants",1,2,2
"g189937-d18341554","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Jaatelolaiva Banana Split']","Jaatelolaiva Banana Split","Unclaimed",4,"August 19, 2019","Satamakatu 7, Lahti 15140 Finland",60.99395,25.64703,"#106 of 129 Restaurants in Lahti","#106 of 129 Restaurants in Lahti",1,0,0,,,,,"Outdoor Seating, Waterfront","False","True","http://www.icekiss.fi/",,,,,0,1,0,0,0,"English, Finnish (1)","in rating","g189937-d18341554",,,"Restaurants",0,1,1
"g189937-d18970293","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Ravintola Kommodori']","Ravintola Kommodori","Unclaimed",4,"August 4, 2023","Myllysaarenkatu 12, Lahti 15900 Finland",60.99517,25.61512,"#48 of 129 Restaurants in Lahti","#4 of 11 Soups in Lahti",8,0,0,,"Cafe, International, European, Soups, Scandinavian",,,"Outdoor Seating, Seating, Free off-street parking, Waterfront","False","True","https://www.kaapinlahteenkievari.fi/etusivu/myllysaarenkommodori/",,,,,3,2,1,2,0,"Finnish (5), English (3)","in rating","g189937-d18970293",,"Cafe, International, European, Soups","Restaurants",3,5,5
"g189937-d19103235","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Cafe Annika']","Cafe Annika","Unclaimed",4.5,"June 23, 2023","Torikatu 3, Lahti 15110 Finland",60.98374,25.65842,"#65 of 129 Restaurants in Lahti","#4 of 5 Healthy in Lahti",2,0,0,,"Healthy, Soups",,,,"False","True","http://www.cafeannika.fi/?fbclid=IwAR0sM7sgHW62bfC54d4lXSlT7rGJkDLQRioW1xoHcmKrtB9GldHXowb14s0",,,,,1,1,0,0,0,"English, Finnish (2)","in rating","g189937-d19103235",,"Healthy, Soups","Restaurants",0,2,2
"g189937-d19257074","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Social Burgerjoint']","Social Burgerjoint","Unclaimed",3.5,"September 20, 2021","Mariankatu 12, Lahti 15110 Finland",60.982655,25.655766,"#46 of 129 Restaurants in Lahti","#3 of 4 American in Lahti",9,0,0,,"American",,,,"False","True","https://burgerjoint.fi/ravintolat/lahti/",,,,,2,3,3,1,0,"English (2), Finnish (7)","in rating","g189937-d19257074",,"American","Restaurants",2,7,7
"g189937-d19340087","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Konditoria-Leipomo Linkosuonio Ky']","Konditoria-Leipomo Linkosuonio Ky","Unclaimed",,,"Myllypohjankatu 4, Lahti 15300 Finland",60.99419,25.75377,,,0,0,0,,,"Breakfast, Lunch",,,"True","True","http://www.leipomolinkosuonio.fi",,,,,0,0,0,0,0,"nan","in rating","g189937-d19340087",,,,0,0,0
"g189937-d19389631","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Opiston Kunkku']","Opiston Kunkku","Unclaimed",,,"Harjukatu 46, Lahti 15100 Finland",60.98023,25.66297,,,0,0,0,,"International",,,,"False","True","http://www.opistonkunkku.com",,,,,0,0,0,0,0,"nan","in rating","g189937-d19389631",,"International",,0,0,0
"g189937-d19492735","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Cafe Sinuhe']","Cafe Sinuhe","Unclaimed",4.5,"November 2, 2021","Mariankatu 21, Lahti 15210 Finland",60.98287,25.65654,"#62 of 129 Restaurants in Lahti","#6 of 11 Soups in Lahti",3,0,0,,"Cafe, Fast Food, Soups",,,,"False","True","https://www.sinuhe.fi/",,,,,1,2,0,0,0,"English (2), Finnish (1)","in rating","g189937-d19492735",,"Cafe, Fast Food, Soups","Restaurants",2,1,1
"g189937-d19568100","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Ravintola Einstein']","Ravintola Einstein","Unclaimed",4,"November 30, 2019","Hirsimetsantie 56, Lahti 15200 Finland",60.98919,25.68162,"#105 of 129 Restaurants in Lahti","#10 of 11 Soups in Lahti",1,0,0,,"Pizza, Cafe, European, Contemporary, Soups",,,,"False","True","http://www.ravintolaeinstein.fi",,,,,0,1,0,0,0,"English, Finnish (1)","in rating","g189937-d19568100",,"Pizza, Cafe, European, Contemporary","Restaurants",0,1,1
"g189937-d1957411","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Kahvila Kariranta']","Kahvila Kariranta","Claimed",4.5,"August 26, 2023","Satamakatu 9 Lahden Matkustajasatama, Lahti 15140 Finland",60.99348,25.64714,"#1 of 4 Bakeries in Lahti","#1 of 4 Bakeries in Lahti",184,0,0,,"Cafe","Breakfast, Brunch","Vegetarian Friendly, Vegan Options","Gift Cards Available, Takeout, Outdoor Seating, Seating, Highchairs Available, Accepts Credit Cards, Parking Available, Accepts American Express, Free Wifi, Waterfront, Beach","True","True","http://www.kariranta.fi",45,45,45,50,115,60,8,1,0,"Italian (2), French (2), English (65), Russian (14), German (4), Swedish (2), Finnish (95)","in rating","g189937-d1957411","$$ - $$$","Bakeries, Cafe, Vegetarian Friendly","Bakeries",65,119,95
"g189937-d19656762","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Abc Renkomaki Lahti']","Abc Renkomaki Lahti","Unclaimed",4,"July 16, 2023","Simolanmutka 1, Lahti 15680 Finland",60.93528,25.63397,"#52 of 129 Restaurants in Lahti","#52 of 129 Restaurants in Lahti",5,0,0,,,,,,"False","True","https://www.abcasemat.fi/fi/asemat/abc-renkomaki-lahti-584213326",,,,,1,2,2,0,0,"English (1), Finnish (4)","in rating","g189937-d19656762","$$ - $$$",,"Restaurants",1,4,4
"g189937-d19694488","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Kymppileipurit Leipomo Pullapuoti']","Kymppileipurit Leipomo Pullapuoti","Unclaimed",4,"February 4, 2020","Hameenkatu 18, Lahti 15110 Finland",60.98222,25.65797,"#89 of 129 Restaurants in Lahti","#17 of 26 Cafe in Lahti",2,0,0,,"Cafe",,,,"False","True",,,,,,0,2,0,0,0,"English, Finnish (2)","in rating","g189937-d19694488",,"Cafe","Restaurants",0,2,2
"g189937-d19796137","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Eat Well']","Eat Well","Claimed",4.5,"November 1, 2020","Kauppakatu 7, Lahti 15140 Finland",60.982925,25.665064,"#70 of 129 Restaurants in Lahti","#2 of 3 Greek in Lahti",2,0,0,"₪21 - ₪116","European, Greek, Middle Eastern","Lunch",,"Buffet","True","True","http://ravintolaeatwell.fi",,,,,1,1,0,0,0,"English (1), Finnish (1)","in rating","g189937-d19796137","$$ - $$$","European, Greek, Middle Eastern","Restaurants",1,1,1
"g189937-d19815290","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Bar Kellotorni']","Bar Kellotorni","Unclaimed",4.5,"July 7, 2020","Kartanonkatu 2, Lahti 15110 Finland",60.9871,25.64552,"#56 of 129 Restaurants in Lahti","#56 of 129 Restaurants in Lahti",4,0,0,,,,,,"False","True","http://www.facebook.com/barkellotorni/",,,,,2,2,0,0,0,"English (1), Finnish (3)","in rating","g189937-d19815290",,,"Restaurants",1,3,3
"g189937-d19815295","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Kaarlo Social']","Kaarlo Social","Unclaimed",4.5,"August 19, 2023","Kartanonkatu 2, Lahti 15110 Finland",60.9844,25.650423,"#10 of 129 Restaurants in Lahti","#10 of 129 Restaurants in Lahti",22,0,0,,"Healthy","Lunch, Brunch",,"Reservations, Seating, Accepts Credit Cards, Takeout, Outdoor Seating, Buffet, Free off-street parking, Television, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Dog Friendly, Non-smoking restaurants, Gift Cards Available","False","True","http://www.facebook.com/kaarlosocial/",,40,45,,18,3,0,1,0,"English (14), Finnish (8)","in rating","g189937-d19815295","$","Healthy","Restaurants",14,8,8
"g189937-d19816597","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Cafe Ida Kauppakeskus Valo']","Cafe Ida Kauppakeskus Valo","Unclaimed",4,"August 18, 2020","Saksalankatu 6, Lahti 15100 Finland",60.96838,25.6591,"#86 of 129 Restaurants in Lahti","#86 of 129 Restaurants in Lahti",2,0,0,,,"Lunch",,"Takeout, Buffet, Free off-street parking, Accepts Mastercard, Accepts Visa","True","True","http://www.cafeida.fi",,,,,0,2,0,0,0,"English, Finnish (2)","in rating","g189937-d19816597",,,"Restaurants",0,2,2
"g189937-d19906164","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'La Pinata']","La Pinata","Unclaimed",,,"Rautatienkatu 12, Lahti 15110 Finland",60.98048,25.65766,,,0,0,0,"₪21 - ₪34","Cafe, European, Healthy",,,,"False","True","http://www.lapinata.fi",,,,,0,0,0,0,0,"nan","in rating","g189937-d19906164","$","Cafe, European, Healthy",,0,0,0
"g189937-d20041961","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Subway']","Subway","Unclaimed",,,"Kauppiaankatu 2, Lahti 15160 Finland",60.981422,25.736343,,,0,0,0,,,"Breakfast, Lunch, Dinner",,,"True","True","https://restaurants.subway.com/finland/lahti/kauppiaankatu-2?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=51029&utm_campaign=evergreen-2020&y_source=1_MTQ5MjY5MDMtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D",,,,,0,0,0,0,0,"nan","in rating","g189937-d20041961",,,,0,0,0
"g189937-d20252821","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Luhta Tower Cafe']","Luhta Tower Cafe","Unclaimed",4,"March 2, 2020","Tiilimaenkatu 9, Lahti 15680 Finland",60.92698,25.63413,"#104 of 129 Restaurants in Lahti","#104 of 129 Restaurants in Lahti",1,0,0,,"Cafe, Deli, Soups",,,,"False","True","https://www.facebook.com/luhtatower/",,,,,0,1,0,0,0,"English, Finnish (1)","in rating","g189937-d20252821",,"Cafe, Deli, Soups","Restaurants",0,1,1
"g189937-d20252822","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Einstein Maili']","Einstein Maili","Unclaimed",4,"September 12, 2020","Ajokatu 55 Shopping Center Maili, Lahti 15500 Finland",60.963707,25.658092,"#90 of 129 Restaurants in Lahti","#90 of 129 Restaurants in Lahti",2,0,0,,"Bar, Cafe, European, Deli, Pub, Soups",,,,"False","True","https://ravintolaeinstein.fi/",,,,,1,0,1,0,0,"English, Finnish (2)","in rating","g189937-d20252822",,"Bar, Cafe, European, Deli","Restaurants",0,2,2
"g189937-d20252824","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'The Old Irish Pub']","The Old Irish Pub","Claimed",4,"March 14, 2022","Vapaudenkatu 16, Lahti 15110 Finland",60.983986,25.659443,"#80 of 129 Restaurants in Lahti","#1 of 1 Irish in Lahti",2,0,0,,"Irish, Pub, Beer restaurants",,,,"False","True","https://oldirishpub.fi/pub/lahti/",,,,,1,0,1,0,0,"English (1), Finnish (1)","in rating","g189937-d20252824",,"Irish, Pub, Beer restaurants","Restaurants",1,1,1
"g189937-d20272022","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Subway']","Subway","Unclaimed",,,"Aleksanterinkatu 18-22, Lahti 15140 Finland",60.982845,25.66347,,,0,0,0,,,"Breakfast, Lunch, Dinner",,,"True","True","https://restaurants.subway.com/finland/lahti/aleksanterinkatu-18-22?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=45156&utm_campaign=evergreen-2020&y_source=1_MTQ5MjY2MzgtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D",,,,,0,0,0,0,0,"nan","in rating","g189937-d20272022",,,,0,0,0
"g189937-d20284098","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Subway']","Subway","Unclaimed",,,"Ajokatu 53 K-Citymarket, Lahti 15500 Finland",60.964836,25.658283,,,0,0,0,,,"Breakfast, Lunch, Dinner",,,"True","True","https://restaurants.subway.com/finland/lahti/ajokatu-53?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=33718&utm_campaign=evergreen-2020&y_source=1_MTQ5MzE0MTItNzY5LWxvY2F0aW9uLndlYnNpdGU%3D",,,,,0,0,0,0,0,"nan","in rating","g189937-d20284098",,,,0,0,0
"g189937-d20973056","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Milano Rilli Kebab Baari']","Milano Rilli Kebab Baari","Unclaimed",4.5,"August 18, 2020","Vesijärvenkatu 22, Lahti 15140 Finland",60.98326,25.660585,"#71 of 129 Restaurants in Lahti","#4 of 11 Barbecue in Lahti",2,0,0,,"Pizza, Fast Food, Barbecue, Turkish, Street Food",,,,"False","True",,,,,,1,1,0,0,0,"English, Finnish (2)","in rating","g189937-d20973056",,"Pizza, Fast Food, Barbecue, Turkish","Restaurants",0,2,2
"g189937-d20975276","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Big Chef']","Big Chef","Unclaimed",4,"June 8, 2020","Aukeankatu 4, Lahti 15610 Finland",60.951527,25.651098,"#103 of 129 Restaurants in Lahti","#103 of 129 Restaurants in Lahti",1,0,0,,"Pizza, Turkish, Middle Eastern",,,,"False","True",,,,,,0,1,0,0,0,"English, Finnish (1)","in rating","g189937-d20975276",,"Pizza, Turkish, Middle Eastern","Restaurants",0,1,1
"g189937-d21001314","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Cafe Pirske']","Cafe Pirske","Unclaimed",,,"Rautatienkatu 3, Lahti 15100 Finland",60.97899,25.657827,,,0,0,0,,"Cafe, Soups",,,,"False","True","http://pirskejuhlat.fi/",,,,,0,0,0,0,0,"nan","in rating","g189937-d21001314",,"Cafe, Soups",,0,0,0
"g189937-d21039042","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Kokka Bistro & Bar']","Kokka Bistro & Bar","Claimed",4,"October 4, 2023","Borupinraitti 4, Lahti 15140 Finland",60.995758,25.65215,"#27 of 129 Restaurants in Lahti","#13 of 32 European in Lahti",29,0,0,,"European, Pizza","Lunch, Dinner, Drinks",,"Reservations","True","True","http://bistrokokka.fi/",,,,,9,11,4,4,1,"English (9), Finnish (18), French (1), Dutch (1)","in rating","g189937-d21039042","$$ - $$$","Pizza, European","Restaurants",9,20,18
"g189937-d21074056","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', ""Viet's Kitchen Oy""]","Viet's Kitchen Oy","Unclaimed",4,"July 28, 2023","Rautatienkatu 8 Liikeh 71, Lahti 15100 Finland",60.97918,25.657099,"#34 of 129 Restaurants in Lahti","#1 of 1 Vietnamese in Lahti",7,0,0,"₪13 - ₪47","Vietnamese","Lunch, Dinner",,,"True","True","http://www.vietskitchen.fi",,,,,4,1,1,1,0,"English (4), Finnish (3)","in rating","g189937-d21074056","$","Vietnamese","Restaurants",4,3,3
"g189937-d21078335","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Paavola Pub']","Paavola Pub","Unclaimed",,,"Paavolan Pub, Lahti Finland",61.459057,25.087364,,,0,0,0,,"Mediterranean, Healthy",,,,"False","False",,,,,,0,0,0,0,0,"nan","in rating","g189937-d21078335",,"Mediterranean, Healthy",,0,0,0
"g189937-d21079785","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Bar Monaco']","Bar Monaco","Unclaimed",,,"Harjulankatu 29, Lahti 15150 Finland",,,,,0,0,0,,"Swiss, Mediterranean, European, Healthy, Wine Bar, Russian",,,,"False","True","https://www.facebook.com/Bar-Royal-Monaco-845451838829507/",,,,,0,0,0,0,0,"nan","in rating","g189937-d21079785",,"Swiss, Mediterranean, European, Healthy",,0,0,0
"g189937-d21091402","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Gastropub Mylly']","Gastropub Mylly","Unclaimed",4.5,"July 17, 2023","Vuorikatu 35, Lahti 15110 Finland",60.98074,25.659313,"#13 of 129 Restaurants in Lahti","#2 of 19 Pub in Lahti",29,0,0,,"Bar, Pub, Gastropub","Dinner, Lunch",,"Reservations, Accepts Credit Cards","True","True","http://www.gastropubmylly.fi",,,,,20,5,0,4,0,"Finnish (20), English (9)","in rating","g189937-d21091402","$$ - $$$","Bar, Pub, Gastropub","Restaurants",9,20,20
"g189937-d21125875",,,,,,,,,,,0,0,0,,,"nan",,"nan","False","False",,,,,,,,,,,"nan","redirect",,,,,0,0,0
"g189937-d21212664","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'Ravintola Fuego']","Ravintola Fuego","Claimed",4.5,"September 30, 2020","Vapaudenkatu 22 Kauppakeskus Trio, Lahti 15140 Finland",60.983536,25.663586,"#42 of 129 Restaurants in Lahti","#4 of 6 Mediterranean in Lahti",6,0,0,"₪43 - ₪193","Steakhouse, Mediterranean, European, Spanish","Lunch, Dinner, Drinks",,"Reservations, Seating, Television, Wheelchair Accessible, Wine and Beer, Table Service","True","True","http://www.ravintolafuego.com",,,,,5,0,0,0,1,"English (3), Finnish (3)","in rating","g189937-d21212664","$$ - $$$","Steakhouse, Mediterranean, European","Restaurants",3,3,3
